form	lemma	POS	voice	tense	mood	number	person	gender	case	state	possessive-number	possessive-person	possessive-gender
حكم	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حكم	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حكم	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حكم	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حكم	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حكم	حكم	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حكم	حكم	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حكما	حكم	noun	n/a	n/a	n/a	dual	n/a	masculine	nominative	construct	n/a	n/a	n/a
حكما	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	indefinite	n/a	n/a	n/a
حكما	حكم	verb	active	past	n/a	dual	3	masculine	n/a	n/a	n/a	n/a	n/a
حكما	حكم	verb	passive	past	n/a	dual	3	masculine	n/a	n/a	n/a	n/a	n/a
حكمة	حكمة	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حكمة	حكمة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حكمة	حكمة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حكمة	حكمة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حكمة	حكمة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حكمت	حكم	verb	active	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	active	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	active	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	active	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	active	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	passive	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	passive	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	passive	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	passive	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
حكمت	حكم	verb	passive	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
حكمه	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	3	masculine
حكمه	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	3	masculine
حكمه	حكم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	3	masculine
حكمه	حكم	verb	active	past	n/a	singular	3	masculine	n/a	n/a	singular	3	masculine
حكومات	حكومة	noun	n/a	n/a	n/a	plural	n/a	feminine	accusative	construct	n/a	n/a	n/a
حكومات	حكومة	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	construct	n/a	n/a	n/a
حكومات	حكومة	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حكومات	حكومة	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	construct	n/a	n/a	n/a
حكومات	حكومة	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حكومة	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حكومة	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حكومة	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حكومة	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حكومة	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حكومته	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	definite	singular	3	masculine
حكومته	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	definite	singular	3	masculine
حكومته	حكومة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	definite	singular	3	masculine
حكومي	حكومي	adjective	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حكومي	حكومي	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حكومي	حكومي	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حكومي	حكومي	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حكومي	حكومي	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حكومية	حكومي	adjective	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حكومية	حكومي	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حكومية	حكومي	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حكومية	حكومي	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حكومية	حكومي	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حكيم	حكيم	adjective	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حكيم	حكيم	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حكيم	حكيم	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حكيم	حكيم	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حكيم	حكيم	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حكيم	حكيم	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حكيم	حكيم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حكيم	حكيم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حكيم	حكيم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حكيم	حكيم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حل	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حل	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حل	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حل	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حل	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حل	حل	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حل	حل	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حلا	حل	noun	n/a	n/a	n/a	dual	n/a	masculine	nominative	construct	n/a	n/a	n/a
حلا	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	indefinite	n/a	n/a	n/a
حلا	حل	verb	active	past	n/a	dual	3	masculine	n/a	n/a	n/a	n/a	n/a
حلا	حل	verb	passive	past	n/a	dual	3	masculine	n/a	n/a	n/a	n/a	n/a
حلال	حلال	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حلال	حلال	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حلال	حلال	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حلال	حلال	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حلال	حلال	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حلب	حلب	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حلب	حلب	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حلب	حلب	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حلب	حلب	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حلب	حلب	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حلب	حلب	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حلب	حلب	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حلبة	حلبة	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حلبة	حلبة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حلبة	حلبة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حلبة	حلبة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حلبة	حلبة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حلف	حلف	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حلف	حلف	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حلف	حلف	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حلف	حلف	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حلف	حلف	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حلف	حلف	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حلف	حلف	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حلقات	حلقة	noun	n/a	n/a	n/a	plural	n/a	feminine	accusative	construct	n/a	n/a	n/a
حلقات	حلقة	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	construct	n/a	n/a	n/a
حلقات	حلقة	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حلقات	حلقة	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	construct	n/a	n/a	n/a
حلقات	حلقة	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حلقة	حلقة	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حلقة	حلقة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حلقة	حلقة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حلقة	حلقة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حلقة	حلقة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حلم	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حلم	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حلم	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حلم	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حلم	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حلم	حلم	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حلمي	حلم	noun	n/a	n/a	n/a	dual	n/a	masculine	accusative	construct	n/a	n/a	n/a
حلمي	حلم	noun	n/a	n/a	n/a	dual	n/a	masculine	genitive	construct	n/a	n/a	n/a
حلمي	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	1	feminine
حلمي	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	1	masculine
حلمي	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	1	feminine
حلمي	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	1	masculine
حلمي	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	1	feminine
حلمي	حلم	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	1	masculine
حله	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	3	masculine
حله	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	3	masculine
حله	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	3	masculine
حله	حل	verb	active	past	n/a	singular	3	masculine	n/a	n/a	singular	3	masculine
حلها	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	3	feminine
حلها	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	3	feminine
حلها	حل	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	3	feminine
حلها	حل	verb	active	past	n/a	singular	3	masculine	n/a	n/a	singular	3	feminine
حلو	حلو	adjective	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حلو	حلو	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حلو	حلو	adjective	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حلو	حلو	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حلو	حلو	adjective	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حلو	حلو	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حلوان	حلوان	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حلوان	حلوان	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حلوان	حلوان	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حلوان	حلوان	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حلوان	حلوان	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حلول	حل	noun	n/a	n/a	n/a	plural	n/a	feminine	accusative	construct	n/a	n/a	n/a
حلول	حل	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	construct	n/a	n/a	n/a
حلول	حل	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حلول	حل	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	construct	n/a	n/a	n/a
حلول	حل	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حلوه	حل	verb	active	past	n/a	plural	3	masculine	n/a	n/a	singular	3	masculine
حليب	حليب	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حليب	حليب	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حليب	حليب	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حليب	حليب	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حليب	حليب	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حماة	حماة	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حماة	حماة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حماة	حماة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حماة	حماة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حماة	حماة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حمار	حمار	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حمار	حمار	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حمار	حمار	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حمار	حمار	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حمار	حمار	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حماس	حماس	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حماس	حماس	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حماس	حماس	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حماس	حماس	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حماس	حماس	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حماسة	حماسة	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حماسة	حماسة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حماسة	حماسة	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حماسة	حماسة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حماسة	حماسة	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حمام	حمام	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حمام	حمام	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حمام	حمام	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حمام	حمام	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حمام	حمام	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حماية	حماية	noun	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حماية	حماية	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حماية	حماية	noun	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حماية	حماية	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حماية	حماية	noun	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حمد	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حمد	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حمد	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حمد	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حمد	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حمد	حمد	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حمدي	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	1	feminine
حمدي	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	1	masculine
حمدي	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	1	feminine
حمدي	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	1	masculine
حمدي	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	1	feminine
حمدي	حمد	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	1	masculine
حمراء	أحمر	adjective	n/a	n/a	n/a	singular	n/a	feminine	accusative	construct	n/a	n/a	n/a
حمراء	أحمر	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	construct	n/a	n/a	n/a
حمراء	أحمر	adjective	n/a	n/a	n/a	singular	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حمراء	أحمر	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	construct	n/a	n/a	n/a
حمراء	أحمر	adjective	n/a	n/a	n/a	singular	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حمص	حمص	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حمص	حمص	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حمص	حمص	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حمص	حمص	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حمص	حمص	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حمص	حمص	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حمص	حمص	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حمل	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	construct	n/a	n/a	n/a
حمل	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	construct	n/a	n/a	n/a
حمل	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حمل	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	construct	n/a	n/a	n/a
حمل	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حمل	حمل	verb	active	non-past	imperative	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
حمل	حمل	verb	active	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حمل	حمل	verb	passive	past	n/a	singular	3	masculine	n/a	n/a	n/a	n/a	n/a
حملات	حملة	noun	n/a	n/a	n/a	plural	n/a	feminine	accusative	construct	n/a	n/a	n/a
حملات	حملة	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	construct	n/a	n/a	n/a
حملات	حملة	noun	n/a	n/a	n/a	plural	n/a	feminine	genitive	indefinite	n/a	n/a	n/a
حملات	حملة	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	construct	n/a	n/a	n/a
حملات	حملة	noun	n/a	n/a	n/a	plural	n/a	feminine	nominative	indefinite	n/a	n/a	n/a
حملة	حامل	adjective	n/a	n/a	n/a	plural	n/a	masculine	accusative	construct	n/a	n/a	n/a
حملة	حامل	adjective	n/a	n/a	n/a	plural	n/a	masculine	genitive	construct	n/a	n/a	n/a
حملة	حامل	adjective	n/a	n/a	n/a	plural	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حملة	حامل	adjective	n/a	n/a	n/a	plural	n/a	masculine	nominative	construct	n/a	n/a	n/a
حملة	حامل	adjective	n/a	n/a	n/a	plural	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حملة	حامل	noun	n/a	n/a	n/a	plural	n/a	masculine	accusative	construct	n/a	n/a	n/a
حملة	حامل	noun	n/a	n/a	n/a	plural	n/a	masculine	genitive	construct	n/a	n/a	n/a
حملة	حامل	noun	n/a	n/a	n/a	plural	n/a	masculine	genitive	indefinite	n/a	n/a	n/a
حملة	حامل	noun	n/a	n/a	n/a	plural	n/a	masculine	nominative	construct	n/a	n/a	n/a
حملة	حامل	noun	n/a	n/a	n/a	plural	n/a	masculine	nominative	indefinite	n/a	n/a	n/a
حملت	حمل	verb	active	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	active	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	active	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	active	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	active	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	passive	past	n/a	singular	1	feminine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	passive	past	n/a	singular	1	masculine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	passive	past	n/a	singular	2	feminine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	passive	past	n/a	singular	2	masculine	n/a	n/a	n/a	n/a	n/a
حملت	حمل	verb	passive	past	n/a	singular	3	feminine	n/a	n/a	n/a	n/a	n/a
حملته	حمل	verb	active	past	n/a	singular	1	feminine	n/a	n/a	singular	3	masculine
حملته	حمل	verb	active	past	n/a	singular	1	masculine	n/a	n/a	singular	3	masculine
حملته	حمل	verb	active	past	n/a	singular	2	feminine	n/a	n/a	singular	3	masculine
حملته	حمل	verb	active	past	n/a	singular	2	masculine	n/a	n/a	singular	3	masculine
حملته	حمل	verb	active	past	n/a	singular	3	feminine	n/a	n/a	singular	3	masculine
حمله	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	accusative	definite	singular	3	masculine
حمله	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	genitive	definite	singular	3	masculine
حمله	حمل	noun	n/a	n/a	n/a	singular	n/a	masculine	nominative	definite	singular	3	masculine
حمله	حمل	verb	active	non-past	imperative	singular	2	masculine	n/a	n/a	singular	3	masculine
